TABELA DE PREÇOS 03/03/2026;;;;;;;;
ABRIDORES E CHAVEIROS;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
RC34161000;REVISTA;COUCHE BRILHO - 150g;4X4;144000;1000;210 x 300;5;R$ 5.741,50
RC341610C;REVISTA;COUCHE BRILHO - 150g;4X4;1440;10;210 x 300;2;R$ 182,50
RC34161C;REVISTA;COUCHE BRILHO - 150g;4X4;144;1;210 x 300;2;R$ 28,50
RC34162500;REVISTA;COUCHE BRILHO - 150g;4X4;360000;2500;210 x 300;5;R$ 7.913,99
RC341625C;REVISTA;COUCHE BRILHO - 150g;4X4;3875;25;210 x 300;2;R$ 427,99
RC341650;REVISTA;COUCHE BRILHO - 150g;4X4;7750;50;210 x 300;2;R$ 821,99
RC3416500;REVISTA;COUCHE BRILHO - 150g;4X4;77500;500;210 x 300;5;R$ 3.644,99
RC34165000;REVISTA;COUCHE BRILHO - 150g;4X4;775000;5000;210 x 300;5;R$ 15.830,99
RC34165C;REVISTA;COUCHE BRILHO - 150g;4X4;720;5;210 x 300;2;R$ 98,99
RC35241;REVISTA;COUCHE BRILHO - 150g;4X4;120;1;150 x 210;2;R$ 24,50
RC352410;REVISTA;COUCHE BRILHO - 150g;4X4;1200;10;150 x 210;2;R$ 139,99
RC3524100;REVISTA;COUCHE BRILHO - 150g;4X4;12000;100;150 x 210;2;R$ 1.197,99
RC352425;REVISTA;COUCHE BRILHO - 150g;4X4;3000;25;150 x 210;2;R$ 324,50
RC35245;REVISTA;COUCHE BRILHO - 150g;4X4;600;5;150 x 210;2;R$ 76,50
RC352450;REVISTA;COUCHE BRILHO - 150g;4X4;6000;50;150 x 210;2;R$ 621,50
RC35251000;REVISTA;COUCHE BRILHO - 150g;4X4;60000;1000;150 x 210;2;R$ 5.043,99
RC35252500;REVISTA;COUCHE BRILHO - 150g;4X4;300000;2500;150 x 210;2;R$ 5.918,99
RC3525500;REVISTA;COUCHE BRILHO - 150g;4X4;6000;500;150 x 210;2;R$ 4.004,50
RC35255000;REVISTA;COUCHE BRILHO - 150g;4X4;600000;5000;150 x 210;2;R$ 11.749,99
RC3424100;REVISTA;COUCHE BRILHO - 150g;4X4;21600;100;210 x 300;2;R$ 2.364,99
RC342410C;REVISTA;COUCHE BRILHO - 150g;4X4;2160;10;210 x 300;2;R$ 267,99
RC34241C;REVISTA;COUCHE BRILHO - 150g;4X4;216;1;210 x 300;2;R$ 37,50
RC342425C;REVISTA;COUCHE BRILHO - 150g;4X4;5400;25;210 x 300;2;R$ 634,99
RC342450;REVISTA;COUCHE BRILHO - 150g;4X4;10800;50;210 x 300;2;R$ 1.221,99
RC34245C;REVISTA;COUCHE BRILHO - 150g;4X4;1080;5;210 x 300;2;R$ 142,99
RC34251000;REVISTA;COUCHE BRILHO - 150g;4X4;216000;1000;210 x 300;2;R$ 10.382,99
RC34252500;REVISTA;COUCHE BRILHO - 150g;4X4;324000;2500;210 x 300;2;R$ 11.543,99
RC3425500;REVISTA;COUCHE BRILHO - 150g;4X4;108000;500;210 x 300;2;R$ 9.863,99
RC34255000;REVISTA;COUCHE BRILHO - 150g;4X4;1080000;5000;210 x 300;2;R$ 23.154,50
R150100;REVISTA;COUCHE BRILHO - 150g;4X4;16000;100;150 x 210;2;R$ 1.587,99
RC35321;REVISTA;COUCHE BRILHO - 150g;4X4;160;1;150 x 210;2;R$ 28,50
RC353210;REVISTA;COUCHE BRILHO - 150g;4X4;1600;10;150 x 210;2;R$ 182,50
RC353225;REVISTA;COUCHE BRILHO - 150g;4X4;4000;25;150 x 210;2;R$ 427,99
RC35325;REVISTA;COUCHE BRILHO - 150g;4X4;800;5;150 x 210;2;R$ 98,99
RC353250;REVISTA;COUCHE BRILHO - 150g;4X4;8000;50;150 x 210;2;R$ 821,99
RC3432100;REVISTA;COUCHE BRILHO - 150g;4X4;28800;100;210 x 300;2;R$ 3.143,50
RC343210C;REVISTA;COUCHE BRILHO - 150g;4X4;2880;10;210 x 300;2;R$ 353,50
RC34321C;REVISTA;COUCHE BRILHO - 150g;4X4;288;1;210 x 300;2;R$ 46,50
RC343225C;REVISTA;COUCHE BRILHO - 150g;4X4;7200;25;210 x 300;2;R$ 841,50
RC343250;REVISTA;COUCHE BRILHO - 150g;4X4;7560;50;210 x 300;2;R$ 1.618,99
RC34325C;REVISTA;COUCHE BRILHO - 150g;4X4;720;5;210 x 300;2;R$ 186,99
RC35481;REVISTA;COUCHE BRILHO - 150g;4X4;240;1;150 x 210;2;R$ 37,50
RC354810;REVISTA;COUCHE BRILHO - 150g;4X4;2400;10;150 x 210;2;R$ 267,99
RC3548100;REVISTA;COUCHE BRILHO - 150g;4X4;24000;100;150 x 210;2;R$ 2.366,99
RC354825;REVISTA;COUCHE BRILHO - 150g;4X4;6000;25;150 x 210;2;R$ 631,50
RC35485;REVISTA;COUCHE BRILHO - 150g;4X4;1200;5;150 x 210;2;R$ 142,99
RC354850;REVISTA;COUCHE BRILHO - 150g;4X4;12000;50;150 x 210;2;R$ 1.222,99
RC3448100;REVISTA;COUCHE BRILHO - 150g;4X4;43200;100;210 x 300;2;R$ 4.700,99
RC344810C;REVISTA;COUCHE BRILHO - 150g;4X4;4320;10;210 x 300;2;R$ 523,50
RC34481C;REVISTA;COUCHE BRILHO - 150g;4X4;432;1;210 x 300;2;R$ 64,50
RC344825;REVISTA;COUCHE BRILHO - 150g;4X4;10800;25;210 x 300;2;R$ 1.254,99
RC344850;REVISTA;COUCHE BRILHO - 150g;4X4;21600;50;210 x 300;2;R$ 2.425,99
RC34485C;REVISTA;COUCHE BRILHO - 150g;4X4;2160;5;210 x 300;2;R$ 275,99
R65081;REVISTA;COUCHE BRILHO - 70g;4X4;8000;500;150 x 210;5;R$ 651,99
R65081C1;REVISTA;COUCHE BRILHO - 70g;4X4;16;1;150 x 210;2;R$ 14,00
R65081C10;REVISTA;COUCHE BRILHO - 70g;4X4;160;10;150 x 210;2;R$ 51,50
R65081C100;REVISTA;COUCHE BRILHO - 70g;4X4;1600;100;150 x 210;2;R$ 393,50
R65081C25;REVISTA;COUCHE BRILHO - 70g;4X4;400;25;150 x 210;2;R$ 111,50
R65081C5;REVISTA;COUCHE BRILHO - 70g;4X4;80;5;150 x 210;2;R$ 31,50
R65081C50;REVISTA;COUCHE BRILHO - 70g;4X4;800;50;150 x 210;2;R$ 206,99
R65082;REVISTA;COUCHE BRILHO - 70g;4X4;16000;1000;150 x 210;5;R$ 952,99
R65083;REVISTA;COUCHE BRILHO - 70g;4X4;40000;2500;150 x 210;5;R$ 1.765,50
R65084;REVISTA;COUCHE BRILHO - 70g;4X4;80000;5000;150 x 210;5;R$ 3.010,50
R65085;REVISTA;COUCHE BRILHO - 70g;4X4;16000;500;210 x 300;5;R$ 1.207,99
R65085C1;REVISTA;COUCHE BRILHO - 70g;4X4;32;1;210 x 300;2;R$ 18,50
R65085C10;REVISTA;COUCHE BRILHO - 70g;4X4;320;10;210 x 300;2;R$ 91,50
R65085C100;REVISTA;COUCHE BRILHO - 70g;4X4;3200;100;210 x 300;2;R$ 758,50
R65085C25;REVISTA;COUCHE BRILHO - 70g;4X4;800;25;210 x 300;2;R$ 207,99
R65085C5;REVISTA;COUCHE BRILHO - 70g;4X4;160;5;210 x 300;2;R$ 52,50
R65085C50;REVISTA;COUCHE BRILHO - 70g;4X4;1600;50;210 x 300;2;R$ 395,50
R65086;REVISTA;COUCHE BRILHO - 70g;4X4;32000;1000;210 x 300;5;R$ 1.607,50
R65087;REVISTA;COUCHE BRILHO - 70g;4X4;80000;2500;210 x 300;5;R$ 3.365,50
R65088;REVISTA;COUCHE BRILHO - 70g;4X4;160000;5000;210 x 300;5;R$ 5.173,99
R65121;REVISTA;COUCHE BRILHO - 70g;4X4;12000;500;150 x 210;5;R$ 858,99
R65122;REVISTA;COUCHE BRILHO - 70g;4X4;240000;1000;150 x 210;5;R$ 1.403,50
R65123;REVISTA;COUCHE BRILHO - 70g;4X4;6000;2500;150 x 210;5;R$ 2.362,50
R65124;REVISTA;COUCHE BRILHO - 70g;4X4;120000;5000;150 x 210;5;R$ 4.337,99
R65124C100;REVISTA;COUCHE BRILHO - 70g;4X4;2400;100;150 x 210;2;R$ 1.483,99
R65125C10C;REVISTA;COUCHE BRILHO - 70g;4X4;240;10;150 x 210;2;R$ 171,50
R65125C1C;REVISTA;COUCHE BRILHO - 70g;4X4;24;1;150 x 210;2;R$ 27,50
R65125C25C;REVISTA;COUCHE BRILHO - 70g;4X4;600;25;150 x 210;2;R$ 400,50
R65125C50C;REVISTA;COUCHE BRILHO - 70g;4X4;1200;50;150 x 210;2;R$ 768,99
R65125C5C;REVISTA;COUCHE BRILHO - 70g;4X4;120;5;150 x 210;2;R$ 93,50
R65125;REVISTA;COUCHE BRILHO - 70g;4X4;24000;500;210 x 300;5;R$ 1.517,99
R65125C1;REVISTA;COUCHE BRILHO - 70g;4X4;48;1;210 x 300;2;R$ 23,50
R65125C10;REVISTA;COUCHE BRILHO - 70g;4X4;480;10;210 x 300;2;R$ 131,50
R65125C100;REVISTA;COUCHE BRILHO - 70g;4X4;4800;100;210 x 300;2;R$ 1.122,50
R65125C25;REVISTA;COUCHE BRILHO - 70g;4X4;120;25;210 x 300;2;R$ 304,50
R65125C5;REVISTA;COUCHE BRILHO - 70g;4X4;240;5;210 x 300;2;R$ 72,50
R65125C50;REVISTA;COUCHE BRILHO - 70g;4X4;2400;50;210 x 300;2;R$ 582,99
R65126;REVISTA;COUCHE BRILHO - 70g;4X4;48000;1000;210 x 300;5;R$ 2.179,50
R65127;REVISTA;COUCHE BRILHO - 70g;4X4;12000;2500;210 x 300;5;R$ 3.372,99
R65128;REVISTA;COUCHE BRILHO - 70g;4X4;24000;5000;210 x 300;5;R$ 6.635,99
R65161;REVISTA;COUCHE BRILHO - 70g;4X4;16000;500;150 x 210;5;R$ 1.198,99
R65161C1;REVISTA;COUCHE BRILHO - 70g;4X4;32;1;150 x 210;2;R$ 18,50
R65161C10;REVISTA;COUCHE BRILHO - 70g;4X4;320;10;150 x 210;2;R$ 91,50
R65161C100;REVISTA;COUCHE BRILHO - 70g;4X4;3200;100;150 x 210;2;R$ 758,50
R65161C25;REVISTA;COUCHE BRILHO - 70g;4X4;800;25;150 x 210;2;R$ 207,99
R65161C5;REVISTA;COUCHE BRILHO - 70g;4X4;160;5;150 x 210;2;R$ 52,50
R65161C50;REVISTA;COUCHE BRILHO - 70g;4X4;1600;50;150 x 210;2;R$ 395,50
R65162;REVISTA;COUCHE BRILHO - 70g;4X4;32000;1000;150 x 210;5;R$ 1.721,50
R65163;REVISTA;COUCHE BRILHO - 70g;4X4;8000;2500;150 x 210;5;R$ 3.244,99
R65164;REVISTA;COUCHE BRILHO - 70g;4X4;16000;5000;150 x 210;5;R$ 6.464,99
R65165;REVISTA;COUCHE BRILHO - 70g;4X4;32000;500;210 x 300;5;R$ 2.315,50
R65165C1;REVISTA;COUCHE BRILHO - 70g;4X4;64;1;210 x 300;2;R$ 27,50
R65165C10;REVISTA;COUCHE BRILHO - 70g;4X4;640;10;210 x 300;2;R$ 171,50
R65165C100;REVISTA;COUCHE BRILHO - 70g;4X4;6400;100;210 x 300;2;R$ 1.486,99
R65165C25;REVISTA;COUCHE BRILHO - 70g;4X4;1600;25;210 x 300;2;R$ 401,50
R65165C5;REVISTA;COUCHE BRILHO - 70g;4X4;320;5;210 x 300;2;R$ 93,50
R65165C50;REVISTA;COUCHE BRILHO - 70g;4X4;1764;50;210 x 300;2;R$ 769,50
R65166;REVISTA;COUCHE BRILHO - 70g;4X4;64000;1000;210 x 300;5;R$ 3.308,99
R65167;REVISTA;COUCHE BRILHO - 70g;4X4;16000;2500;210 x 300;5;R$ 5.641,99
R65168;REVISTA;COUCHE BRILHO - 70g;4X4;32000;5000;210 x 300;5;R$ 9.781,50
R65242;REVISTA;COUCHE BRILHO - 70g;4X4;48000;1000;150 x 210;5;R$ 2.021,50
R65243;REVISTA;COUCHE BRILHO - 70g;4X4;120000;2500;150 x 210;5;R$ 3.217,99
R65244;REVISTA;COUCHE BRILHO - 70g;4X4;240000;5000;150 x 210;5;R$ 5.385,50
R65281;REVISTA;COUCHE BRILHO - 70g;4X4;24000;500;150 x 210;5;R$ 1.648,99
R65281C1;REVISTA;COUCHE BRILHO - 70g;4X4;48;1;150 x 210;2;R$ 23,50
R65281C10;REVISTA;COUCHE BRILHO - 70g;4X4;480;10;150 x 210;2;R$ 131,50
R65281C100;REVISTA;COUCHE BRILHO - 70g;4X4;4800;100;150 x 210;2;R$ 1.122,50
R65281C25;REVISTA;COUCHE BRILHO - 70g;4X4;1200;25;150 x 210;2;R$ 304,99
R65281C5;REVISTA;COUCHE BRILHO - 70g;4X4;240;5;150 x 210;2;R$ 72,50
R65281C50;REVISTA;COUCHE BRILHO - 70g;4X4;2400;50;150 x 210;2;R$ 582,99
R65245;REVISTA;COUCHE BRILHO - 70g;4X4;48000;500;210 x 300;5;R$ 2.899,50
R65245C1;REVISTA;COUCHE BRILHO - 70g;4X4;96;1;210 x 300;2;R$ 36,50
R65245C10;REVISTA;COUCHE BRILHO - 70g;4X4;960;10;210 x 300;2;R$ 251,99
R65245C100;REVISTA;COUCHE BRILHO - 70g;4X4;9600;100;210 x 300;2;R$ 2.216,00
R65245C25;REVISTA;COUCHE BRILHO - 70g;4X4;2400;25;210 x 300;2;R$ 594,99
R65245C5;REVISTA;COUCHE BRILHO - 70g;4X4;480;5;210 x 300;2;R$ 134,50
R65245C50;REVISTA;COUCHE BRILHO - 70g;4X4;4800;50;210 x 300;2;R$ 1.145,50
R65246;REVISTA;COUCHE BRILHO - 70g;4X4;96000;1000;210 x 300;5;R$ 4.116,50
R65247;REVISTA;COUCHE BRILHO - 70g;4X4;24000;2500;210 x 300;5;R$ 7.601,99
R65248;REVISTA;COUCHE BRILHO - 70g;4X4;48000;5000;210 x 300;5;R$ 15.193,50
R65321;REVISTA;COUCHE BRILHO - 70g;4X4;32000;500;150 x 210;5;R$ 2.328,50
R65321C1;REVISTA;COUCHE BRILHO - 70g;4X4;64;1;150 x 210;2;R$ 27,50
R65321C10;REVISTA;COUCHE BRILHO - 70g;4X4;640;10;150 x 210;2;R$ 171,50
R65321C100;REVISTA;COUCHE BRILHO - 70g;4X4;6400;100;150 x 210;2;R$ 1.486,99
R65321C25;REVISTA;COUCHE BRILHO - 70g;4X4;1600;25;150 x 210;2;R$ 401,50
R65321C5;REVISTA;COUCHE BRILHO - 70g;4X4;320;5;150 x 210;2;R$ 93,50
R65321C50;REVISTA;COUCHE BRILHO - 70g;4X4;3200;50;150 x 210;2;R$ 770,50
R65322;REVISTA;COUCHE BRILHO - 70g;4X4;64000;1000;150 x 210;5;R$ 3.336,99
R65323;REVISTA;COUCHE BRILHO - 70g;4X4;160000;2500;150 x 210;5;R$ 6.361,99
R65324;REVISTA;COUCHE BRILHO - 70g;4X4;320000;5000;150 x 210;5;R$ 12.686,99
R65325;REVISTA;COUCHE BRILHO - 70g;4X4;64000;500;210 x 300;5;R$ 4.464,99
R65325C1;REVISTA;COUCHE BRILHO - 70g;4X4;128;1;210 x 300;2;R$ 44,50
R65325C10;REVISTA;COUCHE BRILHO - 70g;4X4;1280;10;210 x 300;2;R$ 330,99
R65325C100;REVISTA;COUCHE BRILHO - 70g;4X4;12800;100;210 x 300;2;R$ 2.945,50
R65325C25;REVISTA;COUCHE BRILHO - 70g;4X4;3200;25;210 x 300;2;R$ 789,50
R65325C5;REVISTA;COUCHE BRILHO - 70g;4X4;640;5;210 x 300;2;R$ 175,50
R65325C50;REVISTA;COUCHE BRILHO - 70g;4X4;6400;50;210 x 300;2;R$ 1.521,99
R65326;REVISTA;COUCHE BRILHO - 70g;4X4;128000;1000;210 x 300;5;R$ 6.326,50
R65327;REVISTA;COUCHE BRILHO - 70g;4X4;32000;2500;210 x 300;5;R$ 11.701,50
R65328;REVISTA;COUCHE BRILHO - 70g;4X4;640000;5000;210 x 300;5;R$ 23.786,50
R65481;REVISTA;COUCHE BRILHO - 70g;4X4;48000;500;150 x 210;5;R$ 3.141,50
R65481C1;REVISTA;COUCHE BRILHO - 70g;4X4;96;1;150 x 210;2;R$ 36,50
R65481C10;REVISTA;COUCHE BRILHO - 70g;4X4;960;10;150 x 210;2;R$ 251,99
R65481C100;REVISTA;COUCHE BRILHO - 70g;4X4;9600;100;150 x 210;2;R$ 2.216,00
R65481C25;REVISTA;COUCHE BRILHO - 70g;4X4;2400;25;150 x 210;2;R$ 594,99
R65481C5;REVISTA;COUCHE BRILHO - 70g;4X4;480;5;150 x 210;2;R$ 134,50
R65481C50;REVISTA;COUCHE BRILHO - 70g;4X4;4800;50;150 x 210;2;R$ 1.145,50
R65482;REVISTA;COUCHE BRILHO - 70g;4X4;96000;1000;150 x 210;5;R$ 4.454,50
R65483;REVISTA;COUCHE BRILHO - 70g;4X4;240000;2500;150 x 210;5;R$ 8.393,50
R65484;REVISTA;COUCHE BRILHO - 70g;4X4;480000;5000;150 x 210;5;R$ 16.755,50
R65485;REVISTA;COUCHE BRILHO - 70g;4X4;96000;500;210 x 300;5;R$ 5.647,50
R65485C1;REVISTA;COUCHE BRILHO - 70g;4X4;192;1;210 x 300;2;R$ 61,50
R65485C10;REVISTA;COUCHE BRILHO - 70g;4X4;1920;10;210 x 300;2;R$ 491,50
R65485C100;REVISTA;COUCHE BRILHO - 70g;4X4;19200;100;210 x 300;2;R$ 4.403,50
R65485C25;REVISTA;COUCHE BRILHO - 70g;4X4;4800;25;210 x 300;2;R$ 1.176,50
R65485C5;REVISTA;COUCHE BRILHO - 70g;4X4;960;5;210 x 300;2;R$ 258,99
R65485C50;REVISTA;COUCHE BRILHO - 70g;4X4;9600;50;210 x 300;2;R$ 2.273,00
R65486;REVISTA;COUCHE BRILHO - 70g;4X4;192000;1000;210 x 300;5;R$ 7.962,50
R65487;REVISTA;COUCHE BRILHO - 70g;4X4;480000;2500;210 x 300;5;R$ 14.907,50
R65488;REVISTA;COUCHE BRILHO - 70g;4X4;960000;5000;210 x 300;5;R$ 29.784,99
RC1581;REVISTA;COUCHE BRILHO - 90g;4X4;16;1;150 x 210;2;R$ 14,00
RC15810;REVISTA;COUCHE BRILHO - 90g;4X4;160;10;150 x 210;2;R$ 52,50
RC15825;REVISTA;COUCHE BRILHO - 90g;4X4;400;25;150 x 210;2;R$ 112,50
RC1585;REVISTA;COUCHE BRILHO - 90g;4X4;80;5;150 x 210;2;R$ 31,50
RC15850;REVISTA;COUCHE BRILHO - 90g;4X4;800;50;150 x 210;2;R$ 209,99
RC4581000;REVISTA;COUCHE BRILHO - 90g;4X4;16000;1000;150 x 210;5;R$ 1.054,99
RC4582500;REVISTA;COUCHE BRILHO - 90g;4X4;40000;2500;150 x 210;5;R$ 1.599,50
RC4585000;REVISTA;COUCHE BRILHO - 90g;4X4;80000;5000;150 x 210;5;R$ 2.772,50
RC8025;REVISTA;COUCHE BRILHO - 90g;4X4;1600;100;150 x 210;2;R$ 398,50
RC80500;REVISTA;COUCHE BRILHO - 90g;4X4;8000;500;150 x 210;5;R$ 706,99
RC4481;REVISTA;COUCHE BRILHO - 90g;4X4;48;1;210 x 300;2;R$ 19,50
RC4481000;REVISTA;COUCHE BRILHO - 90g;4X4;48000;1000;210 x 300;5;R$ 1.512,50
RC4482;REVISTA;COUCHE BRILHO - 90g;4X4;240;5;210 x 300;2;R$ 52,50
RC4482500;REVISTA;COUCHE BRILHO - 90g;4X4;120000;2500;210 x 300;5;R$ 2.303,99
RC4483;REVISTA;COUCHE BRILHO - 90g;4X4;480;10;210 x 300;2;R$ 92,50
RC4484;REVISTA;COUCHE BRILHO - 90g;4X4;1200;25;210 x 300;2;R$ 210,99
RC4485;REVISTA;COUCHE BRILHO - 90g;4X4;2400;50;210 x 300;2;R$ 399,99
RC4485000;REVISTA;COUCHE BRILHO - 90g;4X4;240000;5000;210 x 300;5;R$ 4.167,50
RC4486;REVISTA;COUCHE BRILHO - 90g;4X4;4800;100;210 x 300;2;R$ 767,50
RC4488;REVISTA;COUCHE BRILHO - 90g;4X4;24000;500;210 x 300;5;R$ 1.336,99
RC4122500;REVISTA;COUCHE BRILHO - 90g;4X4;90000;2500;150 x 210;5;R$ 1.771,99
RC415000;REVISTA;COUCHE BRILHO - 90g;4X4;180000;5000;150 x 210;5;R$ 2.973,50
RC801;REVISTA;COUCHE BRILHO - 90g;4X4;36;1;150 x 210;2;R$ 27,50
RC8010;REVISTA;COUCHE BRILHO - 90g;4X4;360;10;150 x 210;2;R$ 173,50
RC80100J;REVISTA;COUCHE BRILHO - 90g;4X4;3600;100;150 x 210;2;R$ 1.502,99
RC8010A;REVISTA;COUCHE BRILHO - 90g;4X4;36000;1000;150 x 210;5;R$ 1.164,50
RC8025A;REVISTA;COUCHE BRILHO - 90g;4X4;900;25;150 x 210;2;R$ 405,99
RC805;REVISTA;COUCHE BRILHO - 90g;4X4;180;5;150 x 210;2;R$ 94,50
RC8050;REVISTA;COUCHE BRILHO - 90g;4X4;1800;50;150 x 210;2;R$ 778,50
RC80500A;REVISTA;COUCHE BRILHO - 90g;4X4;18000;500;150 x 210;5;R$ 964,50
RC41000B;REVISTA;COUCHE BRILHO - 90g;4X4;36000;5000;210 x 300;5;R$ 5.157,50
RC422500B;REVISTA;COUCHE BRILHO - 90g;4X4;18000;2500;210 x 300;5;R$ 3.132,50
RC80100A;REVISTA;COUCHE BRILHO - 90g;4X4;7200;100;210 x 300;2;R$ 1.137,50
RC8010B;REVISTA;COUCHE BRILHO - 90g;4X4;720;10;210 x 300;2;R$ 132,99
RC801B;REVISTA;COUCHE BRILHO - 90g;4X4;72;1;210 x 300;2;R$ 23,50
RC801S0B;REVISTA;COUCHE BRILHO - 90g;4X4;72000;1000;210 x 300;5;R$ 2.221,99
RC8025B;REVISTA;COUCHE BRILHO - 90g;4X4;1800;25;210 x 300;2;R$ 308,50
RC80500B;REVISTA;COUCHE BRILHO - 90g;4X4;36000;500;210 x 300;5;R$ 1.706,50
RC8050B;REVISTA;COUCHE BRILHO - 90g;4X4;3600;50;210 x 300;2;R$ 590,99
RC805B;REVISTA;COUCHE BRILHO - 90g;4X4;360;5;210 x 300;2;R$ 73,50
RC4161;REVISTA;COUCHE BRILHO - 90g;4X4;48;1;150 x 210;2;R$ 19,50
RC4161000;REVISTA;COUCHE BRILHO - 90g;4X4;48000;1000;150 x 210;5;R$ 1.521,50
RC4162;REVISTA;COUCHE BRILHO - 90g;4X4;240;5;150 x 210;2;R$ 52,50
RC4162500;REVISTA;COUCHE BRILHO - 90g;4X4;120000;2500;150 x 210;5;R$ 2.313,99
RC4163;REVISTA;COUCHE BRILHO - 90g;4X4;480;10;150 x 210;2;R$ 92,50
RC4164;REVISTA;COUCHE BRILHO - 90g;4X4;1200;25;150 x 210;2;R$ 210,99
RC4165;REVISTA;COUCHE BRILHO - 90g;4X4;2400;50;150 x 210;2;R$ 399,99
RC4165000;REVISTA;COUCHE BRILHO - 90g;4X4;240000;5000;150 x 210;5;R$ 4.252,50
RC4166;REVISTA;COUCHE BRILHO - 90g;4X4;4800;100;150 x 210;2;R$ 767,50
RC4168;REVISTA;COUCHE BRILHO - 90g;4X4;2400;500;150 x 210;5;R$ 1.334,99
RC44161000;REVISTA;COUCHE BRILHO - 90g;4X4;960000;1000;210 x 300;5;R$ 3.577,99
RC441611;REVISTA;COUCHE BRILHO - 90g;4X4;96000;100;210 x 300;2;R$ 1.570,50
RC441612;REVISTA;COUCHE BRILHO - 90g;4X4;4800;50;210 x 300;2;R$ 780,50
RC441613;REVISTA;COUCHE BRILHO - 90g;4X4;2400;25;210 x 300;2;R$ 406,99
RC441614;REVISTA;COUCHE BRILHO - 90g;4X4;960;10;210 x 300;2;R$ 173,99
RC441615;REVISTA;COUCHE BRILHO - 90g;4X4;480;5;210 x 300;2;R$ 94,50
RC441616;REVISTA;COUCHE BRILHO - 90g;4X4;96;1;210 x 300;2;R$ 27,50
RC44162500;REVISTA;COUCHE BRILHO - 90g;4X4;240000;2500;210 x 300;5;R$ 4.303,50
RC44165000;REVISTA;COUCHE BRILHO - 90g;4X4;480000;5000;210 x 300;5;R$ 8.038,50
RC44169;REVISTA;COUCHE BRILHO - 90g;4X4;48000;500;210 x 300;5;R$ 2.614,50
R90241;REVISTA;COUCHE BRILHO - 90g;4X4;72;1;150 x 210;2;R$ 23,50
R902410;REVISTA;COUCHE BRILHO - 90g;4X4;180000;2500;150 x 210;5;R$ 3.279,50
R902411;REVISTA;COUCHE BRILHO - 90g;4X4;320000;5000;150 x 210;5;R$ 5.689,99
R90242;REVISTA;COUCHE BRILHO - 90g;4X4;3200;5;150 x 210;2;R$ 75,50
R90243;REVISTA;COUCHE BRILHO - 90g;4X4;720;10;150 x 210;2;R$ 132,99
R90244;REVISTA;COUCHE BRILHO - 90g;4X4;1800;25;150 x 210;2;R$ 308,50
R90245;REVISTA;COUCHE BRILHO - 90g;4X4;2600;50;150 x 210;2;R$ 589,99
R90246;REVISTA;COUCHE BRILHO - 90g;4X4;7200;100;150 x 210;2;R$ 1.137,50
R90248;REVISTA;COUCHE BRILHO - 90g;4X4;32000;500;150 x 210;5;R$ 1.840,50
R90249;REVISTA;COUCHE BRILHO - 90g;4X4;72000;1000;150 x 210;5;R$ 2.245,99
R902410A;REVISTA;COUCHE BRILHO - 90g;4X4;360000;2500;210 x 300;5;R$ 6.407,99
R902411A;REVISTA;COUCHE BRILHO - 90g;4X4;720000;5000;210 x 300;5;R$ 10.609,99
R90241A;REVISTA;COUCHE BRILHO - 90g;4X4;144;1;210 x 300;2;R$ 36,50
R90242A;REVISTA;COUCHE BRILHO - 90g;4X4;720;5;210 x 300;2;R$ 136,99
R90243A;REVISTA;COUCHE BRILHO - 90g;4X4;1440;10;210 x 300;2;R$ 254,50
R90244A;REVISTA;COUCHE BRILHO - 90g;4X4;3600;25;210 x 300;2;R$ 602,99
R90245A;REVISTA;COUCHE BRILHO - 90g;4X4;7200;50;210 x 300;2;R$ 1.161,50
R90246A;REVISTA;COUCHE BRILHO - 90g;4X4;14400;100;210 x 300;2;R$ 2.245,50
R90248A;REVISTA;COUCHE BRILHO - 90g;4X4;72000;500;210 x 300;5;R$ 3.263,99
R90249A;REVISTA;COUCHE BRILHO - 90g;4X4;144000;1000;210 x 300;5;R$ 4.400,50
R901000;REVISTA;COUCHE BRILHO - 90g;4X4;96000;1000;150 x 210;5;R$ 2.979,50
R902500;REVISTA;COUCHE BRILHO - 90g;4X4;240000;2500;150 x 210;5;R$ 4.343,50
R90321;REVISTA;COUCHE BRILHO - 90g;4X4;96;1;150 x 210;2;R$ 27,50
R90322;REVISTA;COUCHE BRILHO - 90g;4X4;480;5;150 x 210;2;R$ 94,50
R90323;REVISTA;COUCHE BRILHO - 90g;4X4;960;10;150 x 210;2;R$ 173,99
R90324;REVISTA;COUCHE BRILHO - 90g;4X4;2400;25;150 x 210;2;R$ 406,99
R90325;REVISTA;COUCHE BRILHO - 90g;4X4;4800;50;150 x 210;2;R$ 780,50
R90326;REVISTA;COUCHE BRILHO - 90g;4X4;9600;100;150 x 210;2;R$ 1.507,00
R90329;REVISTA;COUCHE BRILHO - 90g;4X4;48000;500;150 x 210;5;R$ 2.599,50
R905000;REVISTA;COUCHE BRILHO - 90g;4X4;480000;5000;150 x 210;5;R$ 7.571,50
R903210A;REVISTA;COUCHE BRILHO - 90g;4X4;240000;2500;210 x 300;5;R$ 8.505,50
R903211A;REVISTA;COUCHE BRILHO - 90g;4X4;960000;5000;210 x 300;5;R$ 14.847,99
R90321A;REVISTA;COUCHE BRILHO - 90g;4X4;192;1;210 x 300;2;R$ 44,50
